"Address","MahMorajeh","Fasl","weight","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","IsTel","FVam"
20916495429,"03",1,1192.6570011284,1,2,NA,1,NA,1,NA,NA,NA,"000008",30,NA,NA
20931501423,"03",1,447.059212929009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
20935502616,"03",1,756.729637466321,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20935502623,"03",1,756.729637466321,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
20931501417,"03",1,447.059212929009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
20922499820,"02",1,390.96805314634,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
20933503014,"04",1,682.699672475952,1,2,NA,1,NA,1,NA,NA,NA,"168467",16,1,NA
20933503017,"04",1,682.699672475952,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
20933503029,"04",1,682.699672475952,1,2,NA,1,NA,1,NA,NA,NA,"168411",27,1,NA
20916495422,"03",1,1192.6570011284,1,2,NA,1,NA,1,NA,NA,NA,"000022",23,NA,NA
20927502226,"02",1,756.729637466321,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20918497817,"03",1,449.564310927516,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20931501429,"03",1,447.059212929009,1,2,NA,2,NA,1,NA,NA,NA,"161141",27,NA,NA
20916495823,"04",1,1431.18840135408,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20931501426,"03",1,447.059212929009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20916495826,"04",1,1431.18840135408,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
